,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12/1/20,12/2/20,12/3/20,12/4/20,12/5/20,12/6/20,12/7/20,12/8/20,12/9/20,12/10/20,12/11/20,12/12/20,12/13/20,12/14/20,12/15/20,12/16/20,12/17/20,12/18/20,12/19/20,12/20/20,12/21/20,12/22/20,12/23/20,12/24/20,12/25/20,12/26/20,12/27/20,12/28/20,12/29/20,12/30/20,12/31/20,1/1/21,1/2/21,1/3/21,1/4/21,1/5/21,1/6/21,1/7/21,1/8/21,1/9/21,1/10/21,1/11/21,1/12/21,1/13/21,1/14/21,1/15/21,1/16/21,1/17/21,1/18/21,1/19/21,1/20/21,1/21/21,1/22/21,1/23/21,1/24/21,1/25/21,1/26/21,1/27/21,1/28/21,1/29/21,1/30/21,1/31/21,2/1/21,2/2/21,2/3/21,2/4/21,2/5/21,2/6/21,2/7/21,2/8/21,2/9/21,2/10/21,2/11/21,2/12/21,2/13/21,2/14/21,2/15/21,2/16/21,2/17/21,2/18/21,2/19/21,2/20/21,2/21/21,2/22/21,2/23/21,2/24/21,2/25/21,2/26/21,2/27/21,2/28/21,3/1/21,3/2/21,3/3/21,3/4/21,3/5/21,3/6/21,3/7/21,3/8/21,3/9/21,3/10/21,3/11/21,3/12/21,3/13/21,3/14/21,3/15/21,3/16/21,3/17/21,3/18/21,3/19/21,3/20/21,3/21/21,3/22/21,3/23/21,3/24/21,3/25/21,3/26/21,3/27/21,3/28/21,3/29/21,3/30/21,3/31/21,4/1/21,4/2/21,4/3/21,4/4/21,4/5/21,4/6/21,4/7/21,4/8/21,4/9/21,4/10/21
118,Germany,51.165691,10.451526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,12,12,12,14,14,14,14,14,15,16,16,16,16,16,16,16,16,17,18,18,18,18,25,25,46,46,46,67,67,105,113,180,233,266,266,3243,3547,5673,6658,8481,9211,13500,16100,18700,22440,24575,26400,28700,28700,36081,46300,52407,53913,57400,60300,64300,68200,72600,77000,83114,85400,88000,91500,95200,99400,103300,109800,109800,112000,114500,117400,120400,123500,126900,129000,130600,132700,135100,139900,141700,141700,143300,144400,145617,147200,148700,150300,151597,152600,154011,155041,155681,156966,158087,159064,159716,160281,161199,161967,162820,163360,164245,164908,165352,165632,166609,167453,167909,168480,168958,169224,169556,170129,170630,170961,171535,171970,172089,172692,172842,173599,173847,173972,174609,174740,175143,175825,176422,176764,177149,177518,177657,177770,178100,179100,179800,180300,181000,181719,182160,182661,183153,183728,184028,184266,184414,185100,185100,186000,186400,186900,187200,187400,188070,188221,188628,189140,189696,189919,190055,190314,190711,191279,191551,191992,192636,192908,193594,194173,194568,195281,195935,196550,196783,197382,198347,198991,199654,200440,200756,201187,202249,203677,204454,205359,206656,207606,207985,208653,210333,211691,212909,214186,214790,215283,216795,218403,219904,221525,222802,223570,224215,225704,227379,228784,230283,231349,231953,232541,234017,235112,236623,238437,239654,240510,241192,242656,244693,245706,247766,249164,250104,250866,252693,255212,256861,258220,259722,260916,262002,265624,267747,269722,271960,273718,274934,276983,278391,280533,283656,286137,289027,291129,293447,296672,299743,304173,308779,312347,316124,320004,325052,327697,336764,340436,351921,356410,363545,372499,373391,384012,394616,405809,413484,421151,443621,446402,460504,474208,487913,498996,505714,522313,537347,554272,570961,587780,600991,611627,630375,649070,666373,685537,705213,718604,730797,749219,769380,789564,811091,831935,852580,868285,888701,909058,929272,949913,966238,975931,990707,1012077,1031721,1056477,1078944,1095982,1107115,1123725,1147943,1171444,1197472,1220277,1235968,1253285,1272032,1294932,1319757,1345952,1350708,1388744,1400810,1422151,1445442,1472311,1496182,1517019,1533143,1546206,1566907,1590171,1616761,1640682,1661394,1664176,1680479,1709540,1713196,1757713,1778319,1797648,1813894,1826161,1840970,1859936,1881933,1881933,1915501,1917964,1938929,1940046,1967132,1986214,2003831,2020303,2033168,2041988,2052656,2054340,2081966,2096775,2109508,2120342,2128002,2136933,2148269,2161100,2172312,2182370,2191208,2197065,2204110,2212439,2221972,2231073,2232050,2247173,2252970,2259548,2260719,2277626,2286728,2295405,2302899,2308094,2314400,2322734,2331890,2340473,2349384,2356590,2357374,2368995,2377584,2387232,2387743,2405600,2413584,2419292,2426700,2437183,2448828,2460019,2471558,2481908,2489198,2499010,2511417,2525580,2539660,2552020,2566530,2575740,2585850,2587580,2604890,2638320,2640300,2654930,2668910
253,Venezuela,6.4238,-66.5897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,31,39,39,39,39,41,43,52,52,52,65,65,65,84,84,93,93,110,110,111,111,111,113,117,117,117,122,126,132,132,137,142,142,142,142,148,148,158,158,158,176,185,190,190,193,205,220,220,220,229,241,241,253,253,262,262,262,262,262,302,302,302,302,302,302,302,302,334,334,334,334,385,487,487,487,487,487,487,487,835,835,835,835,835,835,835,835,1327,1327,1327,1327,1327,1327,1649,1649,1649,1649,2100,2100,2100,2100,2100,2100,2100,2544,2671,2671,2671,2671,2671,3050,3255,3852,3972,3972,6844,6983,7471,7752,8127,8795,9746,9959,10195,10421,10421,10421,11129,11404,11622,11875,12146,12470,12470,13356,13356,16930,19706,21042,21385,21580,21747,22700,23575,24561,25416,26330,27306,28453,29966,31080,32015,32931,34147,34972,36175,37091,38112,39027,39912,40574,41249,42006,42006,43753,44435,45318,46125,46960,47729,48644,49371,50361,51274,52564,54218,55155,56096,56726,57774,58759,59745,60709,61528,62427,63346,64200,65225,66245,67216,68098,68917,69832,70719,71531,72196,73020,73919,74664,75400,76262,76262,77689,78294,78847,79694,79694,80316,81626,82284,82899,83443,83947,84444,84907,85402,85897,86335,86773,87156,87547,87941,88326,88701,89099,89502,89755,90054,90359,90743,91141,91452,91948,92373,92767,93084,93390,93691,94046,94355,94355,94985,95344,95669,96072,96402,96652,96652,97326,97562,98030,98521,98879,98879,99494,99982,100476,100952,101384,101823,102289,102289,103037,103271,103492,103741,103975,104208,104462,104799,104799,105249,105479,105804,106105,106453,106737,106958,107203,107583,107901,108086,108268,108468,108732,108966,109364,109684,110126,110126,110873,111175,111616,111999,112320,112622,113002,113328,113652,113982,114299,114925,115426,115426,116365,116785,117115,117447,117867,118385,118887,119291,119677,120204,120644,121094,121569,122081,122531,122991,123411,123811,124253,124734,125179,125565,125924,126342,126792,127143,127598,128088,128579,129027,129487,129927,130379,130834,130834,131647,132052,132503,133034,133454,133934,134394,134839,135389,135389,136269,136710,137141,137141,137948,138411,138841,139314,139731,140239,140758,141260,141260,142381,142909,143468,144229,145293,146196,147163,147846,148656,149459,150374,150374,152201,153063,154023,154811,155662,156472
